Microsoft (R) COFF/PE Dumper Version 14.16.27030.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file ntdll.dll

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    C00F8A30 time date stamp
        0.00 version
           8 ordinal base
        2379 number of functions
        2378 number of names

    ordinal hint RVA      name

       1094  43D 0007AAB0 RtlGetUserPreferredUILanguages
       1095  43E 0002D240 RtlGetVersion
       1096  43F 000DFEB0 RtlGrowFunctionTable
       1097  440 00077D30 RtlGuardCheckLongJumpTarget
       1098  441 00027400 RtlHashUnicodeString
       1099  442 000F78E0 RtlHeapTrkInitialize
       1100  443 000788B0 RtlIdentifierAuthoritySid
       1101  444 0002C6D0 RtlIdnToAscii
       1102  445 000F8D30 RtlIdnToNameprepUnicode
       1103  446 0002BF20 RtlIdnToUnicode
       1104  447 0007E580 RtlImageDirectoryEntryToData
       1105  448 0001B970 RtlImageNtHeader
       1106  449 0001CB50 RtlImageNtHeaderEx
       1107  44A 0001EFE0 RtlImageRvaToSection
       1108  44B 00084AC0 RtlImageRvaToVa
       1109  44C 000756D0 RtlImpersonateSelf
       1110  44D 000756E0 RtlImpersonateSelfEx
       1111  44E 00071FA0 RtlIncrementCorrelationVector
       1112  44F 00021110 RtlInitAnsiString
       1113  450 00021250 RtlInitAnsiStringEx
       1114  451 000EA800 RtlInitBarrier
       1115  452 000E3930 RtlInitCodePageTable
       1116  453 00066AC0 RtlInitEnumerationHashTable
       1117  454 0007F760 RtlInitMemoryStream
       1118  455 000E3A30 RtlInitNlsTables
       1119  456 0007F760 RtlInitOutOfProcessMemoryStream
       1120  457 00021110 RtlInitString
       1121  458 000E9040 RtlInitStringEx
       1122  459 00066B30 RtlInitStrongEnumerationHashTable
       1123  45A 00016A20 RtlInitUnicodeString
       1124  45B 00028E00 RtlInitUnicodeStringEx
       1125  45C 000F23B0 RtlInitWeakEnumerationHashTable
       1126  45D 000822C0 RtlInitializeAtomPackage
       1127  45E 000775E0 RtlInitializeBitMap
       1128  45F 0009B6E0 RtlInitializeBitMapEx
       1129  460 000687D0 RtlInitializeConditionVariable
       1130  461 000F8D70 RtlInitializeContext
       1131  462 00083F40 RtlInitializeCorrelationVector
       1132  463 00063040 RtlInitializeCriticalSection
       1133  464 00063EE0 RtlInitializeCriticalSectionAndSpinCount
       1134  465 00035C90 RtlInitializeCriticalSectionEx
       1135  466 00020C90 RtlInitializeExtendedContext
       1136  467 0001EA70 RtlInitializeExtendedContext2
       1137  468 0007C290 RtlInitializeGenericTable
       1138  469 0007FBD0 RtlInitializeGenericTableAvl
       1139  46A 0007DFD0 RtlInitializeHandleTable
       1140  46B 0008BEA0 RtlInitializeNtUserPfn
       1141  46C 00089DC0 RtlInitializeRXact
       1142  46D 000338E0 RtlInitializeResource
       1143  46E 00073810 RtlInitializeSListHead
       1144  46F 000687D0 RtlInitializeSRWLock
       1145  470 0000BAC0 RtlInitializeSid
       1146  471 0000BA60 RtlInitializeSidEx
       1147  472 000640B0 RtlInsertElementGenericTable
       1148  473 00063900 RtlInsertElementGenericTableAvl
       1149  474 00064120 RtlInsertElementGenericTableFull
       1150  475 00063970 RtlInsertElementGenericTableFullAvl
       1151  476 00066B70 RtlInsertEntryHashTable
       1152  477 00064A70 RtlInstallFunctionTableCallback
       1153  478 000EA970 RtlInt64ToUnicodeString
       1154  479 000212D0 RtlIntegerToChar
       1155  47A 000213D0 RtlIntegerToUnicodeString
       1156  47B 00078E50 RtlInterlockedClearBitRun
       1157  47C 0006D810 RtlInterlockedFlushSList
       1158  47D 0009FB00 RtlInterlockedPopEntrySList
       1159  47E 00067650 RtlInterlockedPushEntrySList
       1160  47F 0009FBB0 RtlInterlockedPushListSList
       1161  480 000F9030 RtlInterlockedPushListSListEx
       1162  481 000EA060 RtlInterlockedSetBitRun
       1163  482 000EED20 RtlIoDecodeMemIoResource
       1164  483 000EEDC0 RtlIoEncodeMemIoResource
       1165  484 00080210 RtlIpv4AddressToStringA
       1166  485 000F5A20 RtlIpv4AddressToStringExA
       1167  486 00077950 RtlIpv4AddressToStringExW
       1168  487 00077A30 RtlIpv4AddressToStringW
       1169  488 0007A880 RtlIpv4StringToAddressA
       1170  489 0007A7F0 RtlIpv4StringToAddressExA
       1171  48A 0002B540 RtlIpv4StringToAddressExW
       1172  48B 0002B690 RtlIpv4StringToAddressW
       1173  48C 00051140 RtlIpv6AddressToStringA
       1174  48D 000F5AE0 RtlIpv6AddressToStringExA
       1175  48E 00051450 RtlIpv6AddressToStringExW
       1176  48F 000515B0 RtlIpv6AddressToStringW
       1177  490 0007A2D0 RtlIpv6StringToAddressA
       1178  491 0007A200 RtlIpv6StringToAddressExA
       1179  492 0002B8C0 RtlIpv6StringToAddressExW
       1180  493 0002BAB0 RtlIpv6StringToAddressW
       1181  494 000DECF0 RtlIsActivationContextActive
       1182  495 0000E8A0 RtlIsCapabilitySid
       1183  496 00082100 RtlIsCloudFilesPlaceholder
       1184  497 000E6A80 RtlIsCriticalSectionLocked
       1185  498 0002A4E0 RtlIsCriticalSectionLockedByThread
       1186  499 00071CC0 RtlIsCurrentProcess
       1187  49A 00002710 RtlIsCurrentThread
       1188  49B 0009B380 RtlIsCurrentThreadAttachExempt
       1189  49C 000292D0 RtlIsDosDeviceName_U
       1190  49D 00082620 RtlIsElevatedRid
       1191  49E 00078430 RtlIsGenericTableEmpty
       1192  49F 000F41F0 RtlIsGenericTableEmptyAvl
       1193  4A0 0000BC60 RtlIsMultiSessionSku
       1194  4A1 000822D0 RtlIsMultiUsersInSessionSku
       1195  4A2 000F5080 RtlIsNameInExpression
       1196  4A3 000F5130 RtlIsNameInUnUpcasedExpression
       1197  4A4 000F6980 RtlIsNameLegalDOS8Dot3
       1198  4A5 000F9180 RtlIsNonEmptyDirectoryReparsePointAllowed
       1199  4A6 000FA460 RtlIsNormalizedString
       1200  4A7 00082120 RtlIsPackageSid
       1201  4A8 0007F7B0 RtlIsParentOfChildAppContainer
       1202  4A9 0007C320 RtlIsPartialPlaceholder
       1203  4AA 000F9040 RtlIsPartialPlaceholderFileHandle
       1204  4AB 000F90A0 RtlIsPartialPlaceholderFileInfo
       1205  4AC 00020C70 RtlIsProcessorFeaturePresent
       1206  4AD 000775C0 RtlIsStateSeparationEnabled
       1207  4AE 000633F0 RtlIsTextUnicode
       1208  4AF 0007C300 RtlIsThreadWithinLoaderCallout
       1209  4B0 000E4D90 RtlIsUntrustedObject
       1210  4B1 0005B230 RtlIsValidHandle
       1211  4B2 0005B1F0 RtlIsValidIndexHandle
       1212  4B3 000F6D40 RtlIsValidLocaleName
       1213  4B4 0000F090 RtlIsValidProcessTrustLabelSid
       1214  4B5 000FA530 RtlKnownExceptionFilter
       1215  4B6 000162B0 RtlLCIDToCultureName
       1216  4B7 000018F0 RtlLargeIntegerToChar
       1217  4B8 00016A70 RtlLcidToLocaleName
       1218  4B9 0003A990 RtlLeaveCriticalSection
       1219  4BA 00077040 RtlLengthRequiredSid
       1220  4BB 0006BDB0 RtlLengthSecurityDescriptor
       1221  4BC 00060920 RtlLengthSid
       1222  4BD 000138A0 RtlLengthSidAsUnicodeString
       1223  4BE 00054840 RtlLoadString
       1224  4BF 000E4430 RtlLocalTimeToSystemTime
       1225  4C0 00016D10 RtlLocaleNameToLcid
       1226  4C1 000F2410 RtlLocateExtendedFeature
       1227  4C2 00073890 RtlLocateExtendedFeature2
       1228  4C3 0007F770 RtlLocateLegacyContext
       1229  4C4 000EAFD0 RtlLockBootStatusData
       1230  4C5 00081480 RtlLockCurrentThread
       1231  4C6 00019CC0 RtlLockHeap
       1232  4C7 000732D0 RtlLockMemoryBlockLookaside
       1233  4C8 000D5F50 RtlLockMemoryStreamRegion
       1234  4C9 00073340 RtlLockMemoryZone
       1235  4CA 000735C0 RtlLockModuleSection
       1236  4CB 000FAD00 RtlLogStackBackTrace
       1237  4CC 0005AEE0 RtlLookupAtomInAtomTable
       1238  4CD 00064220 RtlLookupElementGenericTable
       1239  4CE 00063220 RtlLookupElementGenericTableAvl
       1240  4CF 000F3F50 RtlLookupElementGenericTableFull
       1241  4D0 00063AB0 RtlLookupElementGenericTableFullAvl
       1242  4D1 00066C00 RtlLookupEntryHashTable
       1243  4D2 00087180 RtlLookupFirstMatchingElementGenericTableAvl
       1244  4D3 0001E2A0 RtlLookupFunctionEntry
       1245  4D4 0009B630 RtlLookupFunctionTable
       1246  4D5 00067A20 RtlMakeSelfRelativeSD
       1247  4D6 00012620 RtlMapGenericMask
       1248  4D7 00084910 RtlMapSecurityErrorToNtStatus
       1249  4D8 000A2C40 RtlMoveMemory
       1250  4D9 000296A0 RtlMultiAppendUnicodeStringBuffer
       1251  4DA 0005D1B0 RtlMultiByteToUnicodeN
       1252  4DB 000220C0 RtlMultiByteToUnicodeSize
       1253  4DC 000EF3D0 RtlMultipleAllocateHeap
       1254  4DD 000EF450 RtlMultipleFreeHeap
       1255  4DE 000D6F80 RtlNewInstanceSecurityObject
       1256  4DF 000D70B0 RtlNewSecurityGrantedAccess
       1257  4E0 00089460 RtlNewSecurityObject
       1258  4E1 0000EB80 RtlNewSecurityObjectEx
       1259  4E2 00087CB0 RtlNewSecurityObjectWithMultipleInheritance
       1260  4E3 00089A30 RtlNormalizeProcessParams
       1261  4E4 0007D190 RtlNormalizeString
       1262  4E5 000021A0 RtlNtPathNameToDosPathName
       1263  4E6 000535B0 RtlNtStatusToDosError
       1264  4E7 00073A10 RtlNtStatusToDosErrorNoTeb
       1265  4E8 001193C0 RtlNtdllName
       1266  4E9 000818B0 RtlNumberGenericTableElements
       1267  4EA 000818A0 RtlNumberGenericTableElementsAvl
       1268  4EB 000EA1F0 RtlNumberOfClearBits
       1269  4EC 000EA210 RtlNumberOfClearBitsInRange
       1270  4ED 00077A80 RtlNumberOfSetBits
       1271  4EE 000EA240 RtlNumberOfSetBitsInRange
       1272  4EF 000840D0 RtlNumberOfSetBitsUlongPtr
       1273  4F0 00022090 RtlOemStringToUnicodeSize
       1274  4F1 00061680 RtlOemStringToUnicodeString
       1275  4F2 000618A0 RtlOemToUnicodeN
       1276  4F3 00029AD0 RtlOpenCurrentUser
       1277  4F4 000FB920 RtlOsDeploymentState
       1278  4F5 00087470 RtlOwnerAcesPresent
       1279  4F6 0001F410 RtlPcToFileHeader
       1280  4F7 000E8A70 RtlPinAtomInAtomTable
       1281  4F8 00068060 RtlPopFrame
       1282  4F9 00061350 RtlPrefixString
       1283  4FA 00019FC0 RtlPrefixUnicodeString
       1284  4FB 0009B3C0 RtlPrepareForProcessCloning
       1285  4FC 0006ADB0 RtlProcessFlsData
       1286  4FD 00047BD0 RtlProtectHeap
       1287  4FE 0007C1D0 RtlPublishWnfStateData
       1288  4FF 00067690 RtlPushFrame
       1289  500 00077200 RtlQueryActivationContextApplicationSettings
       1290  501 0005AAC0 RtlQueryAtomInAtomTable
       1291  502 000E6AA0 RtlQueryCriticalSectionOwner
       1292  503 0006A690 RtlQueryDepthSList
       1293  504 000EB540 RtlQueryDynamicTimeZoneInformation
       1294  505 0007F220 RtlQueryElevationFlags
       1295  506 0001A280 RtlQueryEnvironmentVariable
       1296  507 0005C4B0 RtlQueryEnvironmentVariable_U
       1297  508 00066FB0 RtlQueryHeapInformation
       1298  509 00001140 RtlQueryImageMitigationPolicy
       1299  50A 000778B0 RtlQueryInformationAcl
       1300  50B 00037790 RtlQueryInformationActivationContext
       1301  50C 0007F1C0 RtlQueryInformationActiveActivationContext
       1302  50D 000D5F50 RtlQueryInterfaceMemoryStream
       1303  50E 000E2420 RtlQueryModuleInformation
       1304  50F 000696A0 RtlQueryPackageClaims
       1305  510 000695E0 RtlQueryPackageIdentity
       1306  511 00069630 RtlQueryPackageIdentityEx
       1307  512 0000BBB0 RtlQueryPerformanceCounter
       1308  513 0006E7D0 RtlQueryPerformanceFrequency
       1309  514 000D7510 RtlQueryProcessBackTraceInformation
       1310  515 00074AA0 RtlQueryProcessDebugInformation
       1311  516 000D76A0 RtlQueryProcessHeapInformation
       1312  517 000D7A80 RtlQueryProcessLockInformation
       1313  518 000F9100 RtlQueryProcessPlaceholderCompatibilityMode
       1314  519 0007F480 RtlQueryProtectedPolicy
       1315  51A 000EB550 RtlQueryRegistryValueWithFallback
       1316  51B 000EB6A0 RtlQueryRegistryValues
       1317  51C 00003450 RtlQueryRegistryValuesEx
       1318  51D 00009B00 RtlQueryResourcePolicy
       1319  51E 000D71E0 RtlQuerySecurityObject
       1320  51F 000EF4C0 RtlQueryTagHeap
       1321  520 0007F1A0 RtlQueryThreadPlaceholderCompatibilityMode
       1322  521 000CCB80 RtlQueryThreadProfiling
       1323  522 00002B70 RtlQueryTimeZoneInformation
       1324  523 00081120 RtlQueryTokenHostIdAsUlong64
       1325  524 000F3C40 RtlQueryUmsThreadInformation
       1326  525 000631C0 RtlQueryUnbiasedInterruptTime
       1327  526 000FBA60 RtlQueryValidationRunlevel
       1328  527 000821B0 RtlQueryWnfMetaNotification
       1329  528 0007BF10 RtlQueryWnfStateData
       1330  529 00082980 RtlQueryWnfStateDataWithExplicitScope
       1331  52A 000DB550 RtlQueueApcWow64Thread
       1332  52B 0002F7E0 RtlQueueWorkItem
       1333  52C 000FBB20 RtlRaiseCustomSystemEventTrigger
       1334  52D 00069E90 RtlRaiseException
       1335  52E 000FBF40 RtlRaiseStatus
       1336  52F 00009C90 RtlRandom
       1337  530 00009C90 RtlRandomEx
       1338  531 000381D0 RtlRbInsertNodeEx
       1339  532 0003A090 RtlRbRemoveNode
       1340  533 00042C40 RtlReAllocateHeap
       1341  534 000D5F50 RtlReadMemoryStream
       1342  535 000D5F50 RtlReadOutOfProcessMemoryStream
       1343  536 000CCBB0 RtlReadThreadProfilingData
       1344  537 000F3EE0 RtlRealPredecessor
       1345  538 000647C0 RtlRealSuccessor
       1346  539 000060E0 RtlRegisterForWnfMetaNotification
       1347  53A 000F4330 RtlRegisterSecureMemoryCacheCallback
       1348  53B 00030040 RtlRegisterThreadWithCsrss
       1349  53C 00030970 RtlRegisterWait
       1350  53D 00037490 RtlReleaseActivationContext
       1351  53E 000822C0 RtlReleaseMemoryStream
       1352  53F 00032340 RtlReleasePath
       1353  540 00075450 RtlReleasePebLock
       1354  541 0007F510 RtlReleasePrivilege
       1355  542 00025F40 RtlReleaseRelativeName
       1356  543 0005F700 RtlReleaseResource
       1357  544 00035C40 RtlReleaseSRWLockExclusive
       1358  545 0001AB00 RtlReleaseSRWLockShared
       1359  546 000F8EA0 RtlRemoteCall
       1360  547 00077B80 RtlRemoveEntryHashTable
       1361  548 00089A50 RtlRemovePrivileges
       1362  549 000D8BD0 RtlRemoveVectoredContinueHandler
       1363  54A 00080850 RtlRemoveVectoredExceptionHandler
       1364  54B 000E4F20 RtlReplaceSidInSd
       1365  54C 00085940 RtlReplaceSystemDirectoryInPath
       1366  54D 000DBB30 RtlReportException
       1367  54E 000DBC00 RtlReportExceptionEx
       1368  54F 0006ABA0 RtlReportSilentProcessExit
       1369  550 000822C0 RtlReportSqmEscalation
       1370  551 000E8B40 RtlResetMemoryBlockLookaside
       1371  552 000E8BA0 RtlResetMemoryZone
       1372  553 0008BFC0 RtlResetNtUserPfn
       1373  554 000E3AA0 RtlResetRtlTranslations
       1374  555 000EAFF0 RtlRestoreBootStatusDefaults
       1375  556 0001EE60 RtlRestoreContext
       1376  557 00053530 RtlRestoreLastWin32Error
       1377  558 000EB0E0 RtlRestoreSystemBootStatusDefaults
       1378  559 0008C040 RtlRetrieveNtUserPfn
       1379  55A 000D5F50 RtlRevertMemoryStream
       1380  55B 00088C00 RtlRunDecodeUnicodeString
       1381  55C 00088650 RtlRunEncodeUnicodeString
       1382  55D 0004A220 RtlRunOnceBeginInitialize
       1383  55E 0000B240 RtlRunOnceComplete
       1384  55F 0000AFD0 RtlRunOnceExecuteOnce
       1385  560 000687D0 RtlRunOnceInitialize
       1386  561 00088F40 RtlSecondsSince1970ToTime
       1387  562 000E44A0 RtlSecondsSince1980ToTime
       1388  563 000D5F50 RtlSeekMemoryStream
       1389  564 00067840 RtlSelfRelativeToAbsoluteSD
       1390  565 00086A30 RtlSelfRelativeToAbsoluteSD2
       1391  566 0008A990 RtlSendMsgToSm
       1392  567 0007A0B0 RtlSetAllBits
       1393  568 000E5230 RtlSetAttributesSecurityDescriptor
       1394  569 0007F700 RtlSetBit
       1395  56A 00055F60 RtlSetBits
       1396  56B 000801C0 RtlSetControlSecurityDescriptor
       1397  56C 00071660 RtlSetCriticalSectionSpinCount
       1398  56D 00075EE0 RtlSetCurrentDirectory_U
       1399  56E 0008AF70 RtlSetCurrentEnvironment
       1400  56F 00067660 RtlSetCurrentTransaction
       1401  570 000126E0 RtlSetDaclSecurityDescriptor
       1402  571 000EB6D0 RtlSetDynamicTimeZoneInformation
       1403  572 000805C0 RtlSetEnvironmentStrings
       1404  573 0005C770 RtlSetEnvironmentVar
       1405  574 0005C720 RtlSetEnvironmentVariable
       1406  575 000F2430 RtlSetExtendedFeaturesMask
       1407  576 00010000 RtlSetGroupSecurityDescriptor
       1408  577 00078BE0 RtlSetHeapInformation
       1409  578 000E0DB0 RtlSetImageMitigationPolicy
       1410  579 000E7A10 RtlSetInformationAcl
       1411  57A 00088700 RtlSetIoCompletionCallback
       1412  57B 00053530 RtlSetLastWin32Error
       1413  57C 00053510 RtlSetLastWin32ErrorAndNtStatusFromNtStatus
       1414  57D 000D5F50 RtlSetMemoryStreamSize
       1415  57E 0000FFA0 RtlSetOwnerSecurityDescriptor
       1416  57F 000EB4C0 RtlSetPortableOperatingSystem
       1417  580 000D7D20 RtlSetProcessDebugInformation
       1418  581 0008AEC0 RtlSetProcessIsCritical
       1419  582 000F9120 RtlSetProcessPlaceholderCompatibilityMode
       1420  583 00084370 RtlSetProcessPreferredUILanguages
       1421  584 0007EA30 RtlSetProtectedPolicy
       1422  585 000842D0 RtlSetProxiedProcessId
       1423  586 000684C0 RtlSetSaclSecurityDescriptor
       1424  587 000DDE10 RtlSetSearchPathMode
       1425  588 00084530 RtlSetSecurityDescriptorRMControl
       1426  589 0007AEB0 RtlSetSecurityObject
       1427  58A 00088DD0 RtlSetSecurityObjectEx
       1428  58B 00084130 RtlSetSystemBootStatus
       1429  58C 000EB120 RtlSetSystemBootStatusEx
       1430  58D 0005D480 RtlSetThreadErrorMode
       1431  58E 0008A020 RtlSetThreadIsCritical
       1432  58F 0007C2D0 RtlSetThreadPlaceholderCompatibilityMode
       1433  590 000822C0 RtlSetThreadPoolStartFunc
       1434  591 000129A0 RtlSetThreadPreferredUILanguages
       1435  592 00035BC0 RtlSetThreadSubProcessTag
       1436  593 000337D0 RtlSetThreadWorkOnBehalfTicket
       1437  594 000EB6E0 RtlSetTimeZoneInformation
       1438  595 0010FD10 RtlSetTimer
       1439  596 000F3CE0 RtlSetUmsThreadInformation
       1440  597 0007E310 RtlSetUnhandledExceptionFilter
       1441  598 000EF760 RtlSetUserFlagsHeap
       1442  599 0006E040 RtlSetUserValueHeap
       1443  59A 000668D0 RtlSidDominates
       1444  59B 0000F4B0 RtlSidDominatesForTrust
       1445  59C 000E5260 RtlSidEqualLevel
       1446  59D 00075800 RtlSidHashInitialize
       1447  59E 000744F0 RtlSidHashLookup
       1448  59F 000E52F0 RtlSidIsHigherLevel
       1449  5A0 0003AAD0 RtlSizeHeap
       1450  5A1 00060730 RtlSleepConditionVariableCS
       1451  5A2 00060480 RtlSleepConditionVariableSRW
       1452  5A3 00064300 RtlSplay
       1453  5A4 0007EFA0 RtlStartRXact
       1454  5A5 000D5F50 RtlStatMemoryStream
       1455  5A6 00069BF0 RtlStringFromGUID
       1456  5A7 00069C00 RtlStringFromGUIDEx
       1457  5A8 00066DB0 RtlStronglyEnumerateEntryHashTable
       1458  5A9 00066F80 RtlSubAuthorityCountSid
       1459  5AA 00065C20 RtlSubAuthoritySid
       1460  5AB 00009D50 RtlSubscribeWnfStateChangeNotification
       1461  5AC 00064790 RtlSubtreePredecessor
       1462  5AD 000F3F20 RtlSubtreeSuccessor
       1463  5AE 000722E0 RtlSwitchedVVI
       1464  5AF 0007A190 RtlSystemTimeToLocalTime
       1465  5B0 00082F00 RtlTestAndPublishWnfStateData
       1466  5B1 00083DF0 RtlTestBit
       1467  5B2 0009B6F0 RtlTestBitEx
       1468  5B3 0008B2C0 RtlTestProtectedAccess
       1469  5B4 0005D780 RtlTimeFieldsToTime
       1470  5B5 00079B40 RtlTimeToElapsedTimeFields
       1471  5B6 00079C30 RtlTimeToSecondsSince1970
       1472  5B7 00079B00 RtlTimeToSecondsSince1980
       1473  5B8 0005DAA0 RtlTimeToTimeFields
       1474  5B9 000FC100 RtlTraceDatabaseAdd
       1475  5BA 000FC180 RtlTraceDatabaseCreate
       1476  5BB 000FC2C0 RtlTraceDatabaseDestroy
       1477  5BC 000FC340 RtlTraceDatabaseEnumerate
       1478  5BD 000FC410 RtlTraceDatabaseFind
       1479  5BE 000FC490 RtlTraceDatabaseLock
       1480  5BF 000FC4C0 RtlTraceDatabaseUnlock
       1481  5C0 000FC4E0 RtlTraceDatabaseValidate
       1482  5C1 00046B20 RtlTryAcquirePebLock
       1483  5C2 00080BD0 RtlTryAcquireSRWLockExclusive
       1484  5C3 00078710 RtlTryAcquireSRWLockShared
       1485  5C4 000E6960 RtlTryConvertSRWLockSharedToExclusiveOrRelease
       1486  5C5 000465F0 RtlTryEnterCriticalSection
       1487  5C6 0005ED40 RtlUTF8ToUnicodeN
       1488  5C7 000FC810 RtlUdiv128
       1489  5C8 000F3D20 RtlUmsThreadYield
       1490  5C9 0009B730 RtlUnhandledExceptionFilter
       1491  5CA 000FA550 RtlUnhandledExceptionFilter2
       1492  5CB 00061B90 RtlUnicodeStringToAnsiSize
       1493  5CC 00061CD0 RtlUnicodeStringToAnsiString
       1494  5CD 000E8C00 RtlUnicodeStringToCountedOemString
       1495  5CE 00073E20 RtlUnicodeStringToInteger
       1496  5CF 00061B90 RtlUnicodeStringToOemSize
       1497  5D0 000615C0 RtlUnicodeStringToOemString
       1498  5D1 000E3CD0 RtlUnicodeToCustomCPN
       1499  5D2 00061DE0 RtlUnicodeToMultiByteN
       1500  5D3 00061DA0 RtlUnicodeToMultiByteSize
       1501  5D4 00061800 RtlUnicodeToOemN
       1502  5D5 00053CB0 RtlUnicodeToUTF8N
       1503  5D6 00072A00 RtlUniform
       1504  5D7 000EB140 RtlUnlockBootStatusData
       1505  5D8 000857E0 RtlUnlockCurrentThread
       1506  5D9 00019C00 RtlUnlockHeap
       1507  5DA 00073140 RtlUnlockMemoryBlockLookaside
       1508  5DB 000D5F50 RtlUnlockMemoryStreamRegion
       1509  5DC 000731A0 RtlUnlockMemoryZone
       1510  5DD 00073510 RtlUnlockModuleSection
       1511  5DE 000063F0 RtlUnsubscribeWnfNotificationWaitForCompletion
       1512  5DF 000847F0 RtlUnsubscribeWnfNotificationWithCompletionCallback
       1513  5E0 000063B0 RtlUnsubscribeWnfStateChangeNotification
       1514  5E1 0001AD70 RtlUnwind
       1515  5E2 0001D4A0 RtlUnwindEx
       1516  5E3 000608E0 RtlUpcaseUnicodeChar
       1517  5E4 0000E430 RtlUpcaseUnicodeString
       1518  5E5 000E8D30 RtlUpcaseUnicodeStringToAnsiString
       1519  5E6 000E8E40 RtlUpcaseUnicodeStringToCountedOemString
       1520  5E7 000614D0 RtlUpcaseUnicodeStringToOemString
       1521  5E8 000E3E00 RtlUpcaseUnicodeToCustomCPN
       1522  5E9 00061950 RtlUpcaseUnicodeToMultiByteN
       1523  5EA 000619B0 RtlUpcaseUnicodeToOemN
       1524  5EB 0006AD00 RtlUpdateClonedCriticalSection
       1525  5EC 0009B6B0 RtlUpdateClonedSRWLock
       1526  5ED 0007DEE0 RtlUpdateTimer
       1527  5EE 00061B50 RtlUpperChar
       1528  5EF 000E9050 RtlUpperString
       1529  5F0 0007EF20 RtlUserFiberStart
       1530  5F1 0006CE50 RtlUserThreadStart
       1531  5F2 00014DD0 RtlValidAcl
       1532  5F3 000E1C40 RtlValidProcessProtection
       1533  5F4 00014AF0 RtlValidRelativeSecurityDescriptor
       1534  5F5 00014C90 RtlValidSecurityDescriptor
       1535  5F6 00014D90 RtlValidSid
       1536  5F7 000F5EF0 RtlValidateCorrelationVector
       1537  5F8 0006FCF0 RtlValidateHeap
       1538  5F9 000EFC40 RtlValidateProcessHeaps
       1539  5FA 00077570 RtlValidateUnicodeString
       1540  5FB 000720B0 RtlVerifyVersionInfo
       1541  5FC 0001CC60 RtlVirtualUnwind
       1542  5FD 00006140 RtlWaitForWnfMetaNotification
       1543  5FE 00006390 RtlWaitOnAddress
       1544  5FF 00006FB0 RtlWakeAddressAll
       1545  600 000FC880 RtlWakeAddressAllNoFence
       1546  601 000063D0 RtlWakeAddressSingle
       1547  602 000FC890 RtlWakeAddressSingleNoFence
       1548  603 0006CC10 RtlWakeAllConditionVariable
       1549  604 000789E0 RtlWakeConditionVariable
       1550  605 00074260 RtlWalkFrameChain
       1551  606 000EFD70 RtlWalkHeap
       1552  607 000F23C0 RtlWeaklyEnumerateEntryHashTable
       1553  608 000DC530 RtlWerpReportException
       1554  609 000DD9D0 RtlWnfCompareChangeStamp
       1555  60A 00084900 RtlWnfDllUnloadCallback
       1556  60B 000846D0 RtlWow64CallFunction64
       1557  60C 000846D0 RtlWow64EnableFsRedirection
       1558  60D 000846D0 RtlWow64EnableFsRedirectionEx
       1559  60E 00065E60 RtlWow64GetCpuAreaInfo
       1560  60F 00065DE0 RtlWow64GetCurrentCpuArea
       1561  610 00065C40 RtlWow64GetCurrentMachine
       1562  611 00080D80 RtlWow64GetEquivalentMachineCHPE
       1563  612 00077BE0 RtlWow64GetProcessMachines
       1564  613 00078D70 RtlWow64GetSharedInfoProcess
       1565  614 000DB570 RtlWow64GetThreadContext
       1566  615 000DB5A0 RtlWow64GetThreadSelectorEntry
       1567  616 0007E5B0 RtlWow64IsWowGuestMachineSupported
       1568  617 000D6D80 RtlWow64LogMessageInEventLogger
       1569  618 000FC8C0 RtlWow64PopAllCrossProcessWorkFromWorkList
       1570  619 000FC9E0 RtlWow64PopCrossProcessWorkFromFreeList
       1571  61A 000FCA80 RtlWow64PushCrossProcessWorkOntoFreeList
       1572  61B 000FCB20 RtlWow64PushCrossProcessWorkOntoWorkList
       1573  61C 000FCD50 RtlWow64RequestCrossProcessHeavyFlush
       1574  61D 000DB740 RtlWow64SetThreadContext
       1575  61E 000DB760 RtlWow64SuspendProcess
       1576  61F 000023F0 RtlWow64SuspendThread
       1577  620 000D5F50 RtlWriteMemoryStream
       1578  621 000F6240 RtlWriteNonVolatileMemory
       1579  622 0008AB00 RtlWriteRegistryValue
       1580  623 000F2B60 RtlZeroHeap
       1581  624 00085DD0 RtlZeroMemory
       1582  625 000DEA00 RtlZombifyActivationContext
       1583  626 0007CA30 RtlpApplyLengthFunction
       1584  627 00002D90 RtlpCheckDynamicTimeZoneInformation
       1585  628 000EC4F0 RtlpCleanupRegistryKeys
       1586  629 000E7A50 RtlpConvertAbsoluteToRelativeSecurityAttribute
       1587  62A 000EC9F0 RtlpConvertCultureNamesToLCIDs
       1588  62B 000ECC00 RtlpConvertLCIDsToCultureNames
       1589  62C 000E7DC0 RtlpConvertRelativeToAbsoluteSecurityAttribute
       1590  62D 00014150 RtlpCreateProcessRegistryInfo
       1591  62E 0007ED50 RtlpEnsureBufferSize
       1592  62F 000A0B71 RtlpExecuteUmsThread
       1593  630 00166358 RtlpFreezeTimeBias
       1594  631 00074700 RtlpGetDeviceFamilyInfoEnum
       1595  632 00082910 RtlpGetLCIDFromLangInfoNode
       1596  633 000813E0 RtlpGetNameFromLangInfoNode
       1597  634 00072A50 RtlpGetSystemDefaultUILanguage
